,Text Type,API Name,File Name,Dataset,ai_score,human_score,Error_message
2631,AI,Originality,,HSS_TASK1gpt,1.0,0.0,
2632,AI,Originality,,HSS_TASK1gpt,1.0,0.0,
2633,AI,Originality,,HSS_TASK1gpt,1.0,0.0,
2634,AI,Originality,,HSS_TASK1gpt,1.0,0.0,
2635,AI,Originality,,HSS_TASK1gpt,1.0,0.0,
2636,AI,Originality,,HSS_TASK1gpt,1.0,0.0,
2637,AI,Originality,,HSS_TASK1gpt,1.0,0.0,
2638,AI,Originality,,HSS_TASK1gpt,1.0,0.0,
2639,AI,Originality,,HSS_TASK1gpt,1.0,0.0,
2640,AI,Originality,,HSS_TASK1gpt,0.9999,9.9999999999989e-05,
2641,AI,Originality,,HSS_TASK1gpt,1.0,0.0,
2642,AI,Originality,,HSS_TASK1gpt,1.0,0.0,
2643,AI,Originality,,HSS_TASK1gpt,1.0,0.0,
2644,AI,Originality,,HSS_TASK1gpt,1.0,0.0,
2645,AI,Originality,,HSS_TASK1gpt,1.0,0.0,
2646,AI,Originality,,HSS_TASK1gpt,1.0,0.0,
2647,AI,Originality,,HSS_TASK1gpt,1.0,0.0,
2648,AI,Originality,,HSS_TASK1gpt,1.0,0.0,
2649,AI,Originality,,HSS_TASK1gpt,1.0,0.0,
2650,AI,Originality,,HSS_TASK1gpt,1.0,0.0,
2651,AI,Originality,,HSS_TASK1gpt,1.0,0.0,
2652,AI,Originality,,HSS_TASK1gpt,1.0,0.0,
2653,AI,Originality,,HSS_TASK1gpt,1.0,0.0,
2654,AI,Originality,,HSS_TASK1gpt,1.0,0.0,
2655,AI,Originality,,HSS_TASK1gpt,1.0,0.0,
2656,AI,Originality,,HSS_TASK1gpt,1.0,0.0,
2657,AI,Originality,,HSS_TASK1gpt,1.0,0.0,
2658,AI,Originality,,HSS_TASK1gpt,1.0,0.0,
2659,AI,Originality,,HSS_TASK1gpt,1.0,0.0,
2660,AI,Originality,,HSS_TASK1gpt,1.0,0.0,
2661,AI,Originality,,HSS_TASK1gpt,1.0,0.0,
2662,AI,Originality,,HSS_TASK1gpt,1.0,0.0,
2663,AI,Originality,,HSS_TASK1gpt,1.0,0.0,
2664,AI,Originality,,HSS_TASK1gpt,1.0,0.0,
2665,AI,Originality,,HSS_TASK1gpt,1.0,0.0,
2666,AI,Originality,,HSS_TASK1gpt,1.0,0.0,
2667,AI,Originality,,HSS_TASK1gpt,0.9999,9.9999999999989e-05,
2668,AI,Originality,,HSS_TASK1gpt,1.0,0.0,
2669,AI,Originality,,HSS_TASK1gpt,1.0,0.0,
2670,AI,Originality,,HSS_TASK1gpt,1.0,0.0,
2671,AI,Originality,,HSS_TASK1gpt,1.0,0.0,
2672,AI,Originality,,HSS_TASK1gpt,1.0,0.0,
2673,AI,Originality,,HSS_TASK1gpt,1.0,0.0,
2674,AI,Originality,,HSS_TASK1gpt,1.0,0.0,
2675,AI,Originality,,HSS_TASK1gpt,1.0,0.0,
2676,AI,Originality,,HSS_TASK1gpt,1.0,0.0,
2677,AI,Originality,,HSS_TASK1gpt,1.0,0.0,
2678,AI,Originality,,HSS_TASK1gpt,1.0,0.0,
2679,AI,Originality,,HSS_TASK1gpt,1.0,0.0,
2680,AI,Originality,,HSS_TASK1gpt,1.0,0.0,
2681,AI,Originality,,HSS_TASK1gpt,1.0,0.0,
2682,AI,Originality,,HSS_TASK1gpt,1.0,0.0,
2683,AI,Originality,,HSS_TASK1gpt,1.0,0.0,
2684,AI,Originality,,HSS_TASK1gpt,1.0,0.0,
2685,AI,Originality,,HSS_TASK1gpt,1.0,0.0,
2686,AI,Originality,,HSS_TASK1gpt,1.0,0.0,
2687,AI,Originality,,HSS_TASK1gpt,1.0,0.0,
2688,AI,Originality,,HSS_TASK1gpt,1.0,0.0,
2689,AI,Originality,,HSS_TASK1gpt,1.0,0.0,
2690,AI,Originality,,HSS_TASK1gpt,1.0,0.0,
2691,AI,Originality,,HSS_TASK1gpt,1.0,0.0,
2692,AI,Originality,,HSS_TASK1gpt,1.0,0.0,
2693,AI,Originality,,HSS_TASK1gpt,1.0,0.0,
2694,AI,Originality,,HSS_TASK1gpt,1.0,0.0,
2695,AI,Originality,,HSS_TASK1gpt,0.9999,9.9999999999989e-05,
2696,AI,Originality,,HSS_TASK1gpt,1.0,0.0,
2697,AI,Originality,,HSS_TASK1gpt,1.0,0.0,
2698,AI,Originality,,HSS_TASK1gpt,1.0,0.0,
2699,AI,Originality,,HSS_TASK1gpt,1.0,0.0,
2700,AI,Originality,,HSS_TASK1gpt,1.0,0.0,
2701,AI,Originality,,HSS_TASK1gpt,1.0,0.0,
2702,AI,Originality,,HSS_TASK1gpt,1.0,0.0,
2703,AI,Originality,,HSS_TASK1gpt,1.0,0.0,
2704,AI,Originality,,HSS_TASK1gpt,1.0,0.0,
2705,AI,Originality,,HSS_TASK1gpt,1.0,0.0,
2706,AI,Originality,,HSS_TASK1gpt,1.0,0.0,
2707,AI,Originality,,HSS_TASK1gpt,1.0,0.0,
2708,AI,Originality,,HSS_TASK1gpt,1.0,0.0,
2709,AI,Originality,,HSS_TASK1gpt,1.0,0.0,
2710,AI,Originality,,HSS_TASK1gpt,1.0,0.0,
2711,AI,Originality,,HSS_TASK1gpt,1.0,0.0,
2712,AI,Originality,,HSS_TASK1gpt,1.0,0.0,
2713,AI,Originality,,HSS_TASK1gpt,1.0,0.0,
2714,AI,Originality,,HSS_TASK1gpt,1.0,0.0,
2715,AI,Originality,,HSS_TASK1gpt,1.0,0.0,
2716,AI,Originality,,HSS_TASK1gpt,1.0,0.0,
2717,AI,Originality,,HSS_TASK1gpt,1.0,0.0,
2718,AI,Originality,,HSS_TASK1gpt,1.0,0.0,
2719,AI,Originality,,HSS_TASK1gpt,1.0,0.0,
2720,AI,Originality,,HSS_TASK1gpt,1.0,0.0,
2721,AI,Originality,,HSS_TASK1gpt,1.0,0.0,
2722,AI,Originality,,HSS_TASK1gpt,1.0,0.0,
2723,AI,Originality,,HSS_TASK1gpt,1.0,0.0,
2724,AI,Originality,,HSS_TASK1gpt,1.0,0.0,
2725,AI,Originality,,HSS_TASK1gpt,1.0,0.0,
2726,AI,Originality,,HSS_TASK1gpt,1.0,0.0,
2727,AI,Originality,,HSS_TASK1gpt,1.0,0.0,
2728,AI,Originality,,HSS_TASK1gpt,1.0,0.0,
2729,AI,Originality,,HSS_TASK1gpt,1.0,0.0,
2730,AI,Originality,,HSS_TASK1gpt,0.9996,0.0003999999999999,
2731,AI,Originality,,HSS_TASK1gpt,1.0,0.0,
2732,AI,Originality,,HSS_TASK1gpt,1.0,0.0,
2733,AI,Originality,,HSS_TASK1gpt,1.0,0.0,
2734,AI,Originality,,HSS_TASK1gpt,1.0,0.0,
2735,AI,Originality,,HSS_TASK1gpt,1.0,0.0,
2736,AI,Originality,,HSS_TASK1gpt,1.0,0.0,
2737,AI,Originality,,HSS_TASK1gpt,1.0,0.0,
2738,AI,Originality,,HSS_TASK1gpt,1.0,0.0,
2739,AI,Originality,,HSS_TASK1gpt,1.0,0.0,
2740,AI,Originality,,HSS_TASK1gpt,1.0,0.0,
2741,AI,Originality,,HSS_TASK1gpt,1.0,0.0,
2742,AI,Originality,,HSS_TASK1gpt,1.0,0.0,
2743,AI,Originality,,HSS_TASK1gpt,1.0,0.0,
2744,AI,Originality,,HSS_TASK1gpt,1.0,0.0,
2745,AI,Originality,,HSS_TASK1gpt,1.0,0.0,
2746,AI,Originality,,HSS_TASK1gpt,1.0,0.0,
2747,AI,Originality,,HSS_TASK1gpt,1.0,0.0,
2748,AI,Originality,,HSS_TASK1gpt,1.0,0.0,
2749,AI,Originality,,HSS_TASK1gpt,1.0,0.0,
2750,AI,Originality,,HSS_TASK1gpt,1.0,0.0,
2751,AI,Originality,,HSS_TASK1gpt,1.0,0.0,
2752,AI,Originality,,HSS_TASK1gpt,1.0,0.0,
2753,AI,Originality,,HSS_TASK1gpt,0.9995,0.0004999999999999,
2754,AI,Originality,,HSS_TASK1gpt,1.0,0.0,
2755,AI,Originality,,HSS_TASK1gpt,1.0,0.0,
2756,AI,Originality,,HSS_TASK1gpt,1.0,0.0,
2757,AI,Originality,,HSS_TASK1gpt,1.0,0.0,
2758,AI,Originality,,HSS_TASK1gpt,1.0,0.0,
2759,AI,Originality,,HSS_TASK1gpt,1.0,0.0,
2760,AI,Originality,,HSS_TASK1gpt,1.0,0.0,
2761,AI,Originality,,HSS_TASK1gpt,1.0,0.0,
2762,AI,Originality,,HSS_TASK1gpt,1.0,0.0,
2763,AI,Originality,,HSS_TASK1gpt,1.0,0.0,
2764,AI,Originality,,HSS_TASK1gpt,1.0,0.0,
2765,AI,Originality,,HSS_TASK1gpt,1.0,0.0,
2766,AI,Originality,,HSS_TASK1gpt,1.0,0.0,
2767,AI,Originality,,HSS_TASK1gpt,1.0,0.0,
2768,AI,Originality,,HSS_TASK1gpt,1.0,0.0,
2769,AI,Originality,,HSS_TASK1gpt,1.0,0.0,
2770,AI,Originality,,HSS_TASK1gpt,1.0,0.0,
2771,AI,Originality,,HSS_TASK1gpt,1.0,0.0,
2772,AI,Originality,,HSS_TASK1gpt,1.0,0.0,
2773,AI,Originality,,HSS_TASK1gpt,1.0,0.0,
2774,AI,Originality,,HSS_TASK1gpt,1.0,0.0,
2775,AI,Originality,,HSS_TASK1gpt,1.0,0.0,
2776,AI,Originality,,HSS_TASK1gpt,1.0,0.0,
2777,AI,Originality,,HSS_TASK1gpt,1.0,0.0,
2778,AI,Originality,,HSS_TASK1gpt,1.0,0.0,
2779,AI,Originality,,HSS_TASK1gpt,1.0,0.0,
2780,AI,Originality,,HSS_TASK1gpt,1.0,0.0,
2781,AI,Originality,,HSS_TASK1gpt,1.0,0.0,
2782,AI,Originality,,HSS_TASK1gpt,1.0,0.0,
2783,AI,Originality,,HSS_TASK1gpt,1.0,0.0,
2784,AI,Originality,,HSS_TASK1gpt,1.0,0.0,
2785,AI,Originality,,HSS_TASK1gpt,1.0,0.0,
2786,AI,Originality,,HSS_TASK1gpt,1.0,0.0,
2787,AI,Originality,,HSS_TASK1gpt,0.9999,9.9999999999989e-05,
2788,AI,Originality,,HSS_TASK1gpt,1.0,0.0,
2789,AI,Originality,,HSS_TASK1gpt,1.0,0.0,
2790,AI,Originality,,HSS_TASK1gpt,1.0,0.0,
2791,AI,Originality,,HSS_TASK1gpt,1.0,0.0,
2792,AI,Originality,,HSS_TASK1gpt,1.0,0.0,
2793,AI,Originality,,HSS_TASK1gpt,1.0,0.0,
2794,AI,Originality,,HSS_TASK1gpt,0.9995,0.0004999999999999,
2795,AI,Originality,,HSS_TASK1gpt,1.0,0.0,
2796,AI,Originality,,HSS_TASK1gpt,1.0,0.0,
2797,AI,Originality,,HSS_TASK1gpt,1.0,0.0,
2798,AI,Originality,,HSS_TASK1gpt,1.0,0.0,
2799,AI,Originality,,HSS_TASK1gpt,1.0,0.0,
2800,AI,Originality,,HSS_TASK1gpt,1.0,0.0,
2801,AI,Originality,,HSS_TASK1gpt,1.0,0.0,
2802,AI,Originality,,HSS_TASK1gpt,1.0,0.0,
2803,AI,Originality,,HSS_TASK1gpt,1.0,0.0,
2804,AI,Originality,,HSS_TASK1gpt,1.0,0.0,
2805,AI,Originality,,HSS_TASK1gpt,1.0,0.0,
2806,AI,Originality,,HSS_TASK1gpt,1.0,0.0,
2807,AI,Originality,,HSS_TASK1gpt,1.0,0.0,
2808,AI,Originality,,HSS_TASK1gpt,1.0,0.0,
2809,AI,Originality,,HSS_TASK1gpt,1.0,0.0,
2810,AI,Originality,,HSS_TASK1gpt,1.0,0.0,
2811,AI,Originality,,HSS_TASK1gpt,1.0,0.0,
2812,AI,Originality,,HSS_TASK1gpt,1.0,0.0,
2813,AI,Originality,,HSS_TASK1gpt,1.0,0.0,
2814,AI,Originality,,HSS_TASK1gpt,1.0,0.0,
2815,AI,Originality,,HSS_TASK1gpt,1.0,0.0,
2816,AI,Originality,,HSS_TASK1gpt,1.0,0.0,
2817,AI,Originality,,HSS_TASK1gpt,0.9993,0.0007,
2818,AI,Originality,,HSS_TASK1gpt,1.0,0.0,
2819,AI,Originality,,HSS_TASK1gpt,1.0,0.0,
2820,AI,Originality,,HSS_TASK1gpt,1.0,0.0,
2821,AI,Originality,,HSS_TASK1gpt,1.0,0.0,
2822,AI,Originality,,HSS_TASK1gpt,1.0,0.0,
2823,AI,Originality,,HSS_TASK1gpt,1.0,0.0,
2824,AI,Originality,,HSS_TASK1gpt,1.0,0.0,
2825,AI,Originality,,HSS_TASK1gpt,1.0,0.0,
2826,AI,Originality,,HSS_TASK1gpt,1.0,0.0,
2827,AI,Originality,,HSS_TASK1gpt,1.0,0.0,
2828,AI,Originality,,HSS_TASK1gpt,1.0,0.0,
2829,AI,Originality,,HSS_TASK1gpt,1.0,0.0,
2830,AI,Originality,,HSS_TASK1gpt,1.0,0.0,
2831,AI,Originality,,HSS_TASK1gpt,1.0,0.0,
2832,AI,Originality,,HSS_TASK1gpt,1.0,0.0,
2833,AI,Originality,,HSS_TASK1gpt,1.0,0.0,
2834,AI,Originality,,HSS_TASK1gpt,1.0,0.0,
2835,AI,Originality,,HSS_TASK1gpt,1.0,0.0,
2836,AI,Originality,,HSS_TASK1gpt,1.0,0.0,
2837,AI,Originality,,HSS_TASK1gpt,0.9999,9.9999999999989e-05,
2838,AI,Originality,,HSS_TASK1gpt,1.0,0.0,
2839,AI,Originality,,HSS_TASK1gpt,1.0,0.0,
2840,AI,Originality,,HSS_TASK1gpt,1.0,0.0,
2841,AI,Originality,,HSS_TASK1gpt,1.0,0.0,
2842,AI,Originality,,HSS_TASK1gpt,1.0,0.0,
2843,AI,Originality,,HSS_TASK1gpt,1.0,0.0,
2844,AI,Originality,,HSS_TASK1gpt,1.0,0.0,
2845,AI,Originality,,HSS_TASK1gpt,1.0,0.0,
2846,AI,Originality,,HSS_TASK1gpt,1.0,0.0,
2847,AI,Originality,,HSS_TASK1gpt,1.0,0.0,
2848,AI,Originality,,HSS_TASK1gpt,1.0,0.0,
2849,AI,Originality,,HSS_TASK1gpt,1.0,0.0,
2850,AI,Originality,,HSS_TASK1gpt,1.0,0.0,
2851,AI,Originality,,HSS_TASK1gpt,1.0,0.0,
2852,AI,Originality,,HSS_TASK1gpt,1.0,0.0,
2853,AI,Originality,,HSS_TASK1gpt,1.0,0.0,
2854,AI,Originality,,HSS_TASK1gpt,1.0,0.0,
2855,AI,Originality,,HSS_TASK1gpt,0.9991,0.0009,
2856,AI,Originality,,HSS_TASK1gpt,1.0,0.0,
2857,AI,Originality,,HSS_TASK1gpt,1.0,0.0,
2858,AI,Originality,,HSS_TASK1gpt,1.0,0.0,
2859,AI,Originality,,HSS_TASK1gpt,0.9988,0.0011999999999999,
2860,AI,Originality,,HSS_TASK1gpt,0.9998,0.0001999999999999,
2861,AI,Originality,,HSS_TASK1gpt,1.0,0.0,
2862,AI,Originality,,HSS_TASK1gpt,1.0,0.0,
2863,AI,Originality,,HSS_TASK1gpt,1.0,0.0,
2864,AI,Originality,,HSS_TASK1gpt,1.0,0.0,
2865,AI,Originality,,HSS_TASK1gpt,1.0,0.0,
2866,AI,Originality,,HSS_TASK1gpt,1.0,0.0,
2867,AI,Originality,,HSS_TASK1gpt,1.0,0.0,
2868,AI,Originality,,HSS_TASK1gpt,1.0,0.0,
2869,AI,Originality,,HSS_TASK1gpt,1.0,0.0,
2870,AI,Originality,,HSS_TASK1gpt,1.0,0.0,
2871,AI,Originality,,HSS_TASK1gpt,1.0,0.0,
2872,AI,Originality,,HSS_TASK1gpt,1.0,0.0,
2873,AI,Originality,,HSS_TASK1gpt,1.0,0.0,
2874,AI,Originality,,HSS_TASK1gpt,1.0,0.0,
2875,AI,Originality,,HSS_TASK1gpt,1.0,0.0,
2876,AI,Originality,,HSS_TASK1gpt,1.0,0.0,
2877,AI,Originality,,HSS_TASK1gpt,1.0,0.0,
2878,AI,Originality,,HSS_TASK1gpt,1.0,0.0,
2879,AI,Originality,,HSS_TASK1gpt,1.0,0.0,
2880,AI,Originality,,HSS_TASK1gpt,1.0,0.0,
2881,AI,Originality,,HSS_TASK1gpt,1.0,0.0,
2882,AI,Originality,,HSS_TASK1gpt,1.0,0.0,
2883,AI,Originality,,HSS_TASK1gpt,1.0,0.0,
2884,AI,Originality,,HSS_TASK1gpt,1.0,0.0,
2885,AI,Originality,,HSS_TASK1gpt,1.0,0.0,
2886,AI,Originality,,HSS_TASK1gpt,1.0,0.0,
2887,AI,Originality,,HSS_TASK1gpt,1.0,0.0,
2888,AI,Originality,,HSS_TASK1gpt,1.0,0.0,
2889,AI,Originality,,HSS_TASK1gpt,1.0,0.0,
2890,AI,Originality,,HSS_TASK1gpt,1.0,0.0,
2891,AI,Originality,,HSS_TASK1gpt,1.0,0.0,
2892,AI,Originality,,HSS_TASK1gpt,1.0,0.0,
2893,AI,Originality,,HSS_TASK1gpt,1.0,0.0,
2894,AI,Originality,,HSS_TASK1gpt,1.0,0.0,
2895,AI,Originality,,HSS_TASK1gpt,1.0,0.0,
2896,AI,Originality,,HSS_TASK1gpt,1.0,0.0,
2897,AI,Originality,,HSS_TASK1gpt,1.0,0.0,
2898,AI,Originality,,HSS_TASK1gpt,1.0,0.0,
2899,AI,Originality,,HSS_TASK1gpt,1.0,0.0,
2900,AI,Originality,,HSS_TASK1gpt,1.0,0.0,
2901,AI,Originality,,HSS_TASK1gpt,1.0,0.0,
2902,AI,Originality,,HSS_TASK1gpt,1.0,0.0,
2903,AI,Originality,,HSS_TASK1gpt,1.0,0.0,
2904,AI,Originality,,HSS_TASK1gpt,1.0,0.0,
2905,AI,Originality,,HSS_TASK1gpt,1.0,0.0,
2906,AI,Originality,,HSS_TASK1gpt,1.0,0.0,
2907,AI,Originality,,HSS_TASK1gpt,1.0,0.0,
2908,AI,Originality,,HSS_TASK1gpt,1.0,0.0,
2909,AI,Originality,,HSS_TASK1gpt,1.0,0.0,
2910,AI,Originality,,HSS_TASK1gpt,1.0,0.0,
2911,AI,Originality,,HSS_TASK1gpt,1.0,0.0,
2912,AI,Originality,,HSS_TASK1gpt,1.0,0.0,
2913,AI,Originality,,HSS_TASK1gpt,1.0,0.0,
2914,AI,Originality,,HSS_TASK1gpt,1.0,0.0,
2915,AI,Originality,,HSS_TASK1gpt,1.0,0.0,
2916,AI,Originality,,HSS_TASK1gpt,1.0,0.0,
2917,AI,Originality,,HSS_TASK1gpt,1.0,0.0,
2918,AI,Originality,,HSS_TASK1gpt,1.0,0.0,
2919,AI,Originality,,HSS_TASK1gpt,1.0,0.0,
2920,AI,Originality,,HSS_TASK1gpt,1.0,0.0,
2921,AI,Originality,,HSS_TASK1gpt,1.0,0.0,
2922,AI,Originality,,HSS_TASK1gpt,1.0,0.0,
2923,AI,Originality,,HSS_TASK1gpt,1.0,0.0,
2924,AI,Originality,,HSS_TASK1gpt,1.0,0.0,
2925,AI,Originality,,HSS_TASK1gpt,0.9999,9.9999999999989e-05,
2926,AI,Originality,,HSS_TASK1gpt,1.0,0.0,
2927,AI,Originality,,HSS_TASK1gpt,1.0,0.0,
2928,AI,Originality,,HSS_TASK1gpt,1.0,0.0,
2929,AI,Originality,,HSS_TASK1gpt,1.0,0.0,
2930,AI,Originality,,HSS_TASK1gpt,1.0,0.0,
2931,AI,Originality,,HSS_TASK1gpt,1.0,0.0,
2932,AI,Originality,,HSS_TASK1gpt,1.0,0.0,
2933,AI,Originality,,HSS_TASK1gpt,1.0,0.0,
2934,AI,Originality,,HSS_TASK1gpt,1.0,0.0,
2935,AI,Originality,,HSS_TASK1gpt,1.0,0.0,
2936,AI,Originality,,HSS_TASK1gpt,1.0,0.0,
2937,AI,Originality,,HSS_TASK1gpt,1.0,0.0,
2938,AI,Originality,,HSS_TASK1gpt,1.0,0.0,
2939,AI,Originality,,HSS_TASK1gpt,1.0,0.0,
2940,AI,Originality,,HSS_TASK1gpt,1.0,0.0,
2941,AI,Originality,,HSS_TASK1gpt,1.0,0.0,
2942,AI,Originality,,HSS_TASK1gpt,1.0,0.0,
2943,AI,Originality,,HSS_TASK1gpt,1.0,0.0,
2944,AI,Originality,,HSS_TASK1gpt,1.0,0.0,
2945,AI,Originality,,HSS_TASK1gpt,1.0,0.0,
2946,AI,Originality,,HSS_TASK1gpt,1.0,0.0,
2947,AI,Originality,,HSS_TASK1gpt,1.0,0.0,
2948,AI,Originality,,HSS_TASK1gpt,1.0,0.0,
2949,AI,Originality,,HSS_TASK1gpt,1.0,0.0,
2950,AI,Originality,,HSS_TASK1gpt,1.0,0.0,
2951,AI,Originality,,HSS_TASK1gpt,1.0,0.0,
2952,AI,Originality,,HSS_TASK1gpt,1.0,0.0,
2953,AI,Originality,,HSS_TASK1gpt,0.9993,0.0007,
2954,AI,Originality,,HSS_TASK1gpt,1.0,0.0,
2955,AI,Originality,,HSS_TASK1gpt,1.0,0.0,
2956,AI,Originality,,HSS_TASK1gpt,1.0,0.0,
2957,AI,Originality,,HSS_TASK1gpt,1.0,0.0,
2958,AI,Originality,,HSS_TASK1gpt,1.0,0.0,
2959,AI,Originality,,HSS_TASK1gpt,1.0,0.0,
2960,AI,Originality,,HSS_TASK1gpt,1.0,0.0,
2961,AI,Originality,,HSS_TASK1gpt,1.0,0.0,
2962,AI,Originality,,HSS_TASK1gpt,1.0,0.0,
2963,AI,Originality,,HSS_TASK1gpt,1.0,0.0,
2964,AI,Originality,,HSS_TASK1gpt,1.0,0.0,
2965,AI,Originality,,HSS_TASK1gpt,1.0,0.0,
2966,AI,Originality,,HSS_TASK1gpt,1.0,0.0,
2967,AI,Originality,,HSS_TASK1gpt,1.0,0.0,
2968,AI,Originality,,HSS_TASK1gpt,1.0,0.0,
2969,AI,Originality,,HSS_TASK1gpt,0.9998,0.0001999999999999,
2970,AI,Originality,,HSS_TASK1gpt,1.0,0.0,
2971,AI,Originality,,HSS_TASK1gpt,1.0,0.0,
2972,AI,Originality,,HSS_TASK1gpt,1.0,0.0,
2973,AI,Originality,,HSS_TASK1gpt,1.0,0.0,
2974,AI,Originality,,HSS_TASK1gpt,1.0,0.0,
2975,AI,Originality,,HSS_TASK1gpt,1.0,0.0,
2976,AI,Originality,,HSS_TASK1gpt,1.0,0.0,
2977,AI,Originality,,HSS_TASK1gpt,1.0,0.0,
2978,AI,Originality,,HSS_TASK1gpt,1.0,0.0,
2979,AI,Originality,,HSS_TASK1gpt,1.0,0.0,
2980,AI,Originality,,HSS_TASK1gpt,1.0,0.0,
2981,AI,Originality,,HSS_TASK1gpt,1.0,0.0,
2982,AI,Originality,,HSS_TASK1gpt,1.0,0.0,
2983,AI,Originality,,HSS_TASK1gpt,1.0,0.0,
2984,AI,Originality,,HSS_TASK1gpt,1.0,0.0,
2985,AI,Originality,,HSS_TASK1gpt,1.0,0.0,
2986,AI,Originality,,HSS_TASK1gpt,1.0,0.0,
2987,AI,Originality,,HSS_TASK1gpt,1.0,0.0,
2988,AI,Originality,,HSS_TASK1gpt,1.0,0.0,
2989,AI,Originality,,HSS_TASK1gpt,1.0,0.0,
2990,AI,Originality,,HSS_TASK1gpt,1.0,0.0,
2991,AI,Originality,,HSS_TASK1gpt,1.0,0.0,
2992,AI,Originality,,HSS_TASK1gpt,1.0,0.0,
2993,AI,Originality,,HSS_TASK1gpt,1.0,0.0,
2994,AI,Originality,,HSS_TASK1gpt,1.0,0.0,
2995,AI,Originality,,HSS_TASK1gpt,1.0,0.0,
2996,AI,Originality,,HSS_TASK1gpt,1.0,0.0,
2997,AI,Originality,,HSS_TASK1gpt,0.9999,9.9999999999989e-05,
2998,AI,Originality,,HSS_TASK1gpt,1.0,0.0,
2999,AI,Originality,,HSS_TASK1gpt,1.0,0.0,
3000,Human,Originality,,PHX_TASK2hum,0.038,0.962,
3001,Human,Originality,,PHX_TASK2hum,0.1101,0.8899,
3002,Human,Originality,,PHX_TASK2hum,0.2228,0.7772,
3003,Human,Originality,,PHX_TASK2hum,0.9626,0.0373999999999999,
3004,Human,Originality,,PHX_TASK2hum,0.0387,0.9613,
3005,Human,Originality,,PHX_TASK2hum,0.0163,0.9837,
3006,Human,Originality,,PHX_TASK2hum,0.135,0.865,
3007,Human,Originality,,PHX_TASK2hum,0.1868,0.8132,
3008,Human,Originality,,PHX_TASK2hum,0.7085,0.2915,
3009,Human,Originality,,PHX_TASK2hum,0.1313,0.8687,
3010,Human,Originality,,PHX_TASK2hum,0.0166,0.9834,
3011,Human,Originality,,PHX_TASK2hum,0.5975,0.4024999999999999,
3012,Human,Originality,,PHX_TASK2hum,0.1229,0.8771,
3013,Human,Originality,,PHX_TASK2hum,0.0968,0.9032,
3014,Human,Originality,,PHX_TASK2hum,0.0563,0.9437,
3015,Human,Originality,,PHX_TASK2hum,0.0201,0.9799,
3016,Human,Originality,,PHX_TASK2hum,0.0227,0.9773,
3017,Human,Originality,,PHX_TASK2hum,0.0081,0.9919,
3018,Human,Originality,,PHX_TASK2hum,0.6562,0.3438,
3019,Human,Originality,,PHX_TASK2hum,0.016,0.984,
3020,Human,Originality,,PHX_TASK2hum,0.5858,0.4142,
3021,Human,Originality,,PHX_TASK2hum,0.3821,0.6179,
3022,Human,Originality,,PHX_TASK2hum,0.5056,0.4943999999999999,
3023,Human,Originality,,PHX_TASK2hum,0.0301,0.9699,
3024,Human,Originality,,PHX_TASK2hum,0.997,0.003,
3025,Human,Originality,,PHX_TASK2hum,0.0645,0.9355,
3026,Human,Originality,,PHX_TASK2hum,0.1003,0.8996999999999999,
3027,Human,Originality,,PHX_TASK2hum,0.0297,0.9703,
3028,Human,Originality,,PHX_TASK2hum,0.0301,0.9699,
3029,Human,Originality,,PHX_TASK2hum,0.0089,0.9911,
3030,Human,Originality,,PHX_TASK2hum,0.0471,0.9529,
3031,Human,Originality,,PHX_TASK2hum,0.1458,0.8542,
3032,Human,Originality,,PHX_TASK2hum,0.0176,0.9824,
3033,Human,Originality,,PHX_TASK2hum,0.0273,0.9727,
3034,Human,Originality,,PHX_TASK2hum,0.0193,0.9807,
3035,Human,Originality,,PHX_TASK2hum,0.111,0.889,
3036,Human,Originality,,PHX_TASK2hum,0.8876,0.1124,
3037,Human,Originality,,PHX_TASK2hum,0.0362,0.9638,
3038,Human,Originality,,PHX_TASK2hum,0.5466,0.4534,
3039,Human,Originality,,PHX_TASK2hum,0.0333,0.9667,
3040,Human,Originality,,PHX_TASK2hum,0.0463,0.9537,
3041,Human,Originality,,PHX_TASK2hum,0.2064,0.7936,
3042,Human,Originality,,PHX_TASK2hum,0.0269,0.9731,
3043,Human,Originality,,PHX_TASK2hum,0.1977,0.8023,
3044,Human,Originality,,PHX_TASK2hum,0.3479,0.6521,
3045,Human,Originality,,PHX_TASK2hum,0.0546,0.9454,
3046,Human,Originality,,PHX_TASK2hum,0.0296,0.9704,
3047,Human,Originality,,PHX_TASK2hum,0.0234,0.9766,
3048,Human,Originality,,PHX_TASK2hum,0.0168,0.9832,
3049,Human,Originality,,PHX_TASK2hum,0.0204,0.9796,
3050,Human,Originality,,PHX_TASK2hum,0.0859,0.9141,
3051,Human,Originality,,PHX_TASK2hum,0.0344,0.9656,
3052,Human,Originality,,PHX_TASK2hum,0.0714,0.9286,
3053,Human,Originality,,PHX_TASK2hum,0.0168,0.9832,
3054,Human,Originality,,PHX_TASK2hum,0.8448,0.1552,
3055,Human,Originality,,PHX_TASK2hum,0.04,0.96,
3056,Human,Originality,,PHX_TASK2hum,0.0694,0.9306,
3057,Human,Originality,,PHX_TASK2hum,0.9986,0.0013999999999999,
3058,Human,Originality,,PHX_TASK2hum,0.0147,0.9853,
3059,Human,Originality,,PHX_TASK2hum,0.0143,0.9857,
3060,Human,Originality,,PHX_TASK2hum,0.2338,0.7662,
3061,Human,Originality,,PHX_TASK2hum,0.9218,0.0782,
